review_id,asin,product_title,customer_id,marketplace,star_rating,review_headline,review_body,review_date,verified_purchase,vine_program,helpful_votes
RE9H9Z559UE,B0R5E97R3C,AuroraTech Smart Plug — Noise Cancelling & HD 1080p,CUST-01687,US,4,Solid quality,Happy with this smart plug. Good quality for the money and it arrived on time. Taking one star off because the color is slightly different from the photos.,2025-04-25,Y,N,1
RLAJK3GANPM,B0R5E97R3C,AuroraTech Smart Plug — Noise Cancelling & HD 1080p,CUST-00598,US,5,Exactly as described,I've been using the smart plug for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-06-05,Y,N,0
R9SJFAL9UTV,B0R5E97R3C,AuroraTech Smart Plug — Noise Cancelling & HD 1080p,CUST-01295,US,4,Great value for the price,"Solid product from AuroraTech. It does what it's supposed to do. Not perfect, but for this price point it's a great buy.",2025-01-23,Y,N,0
RA84P5UKVDX,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00799,US,4,Happy with this purchase,Happy with this hdmi cable. Good quality for the money and it arrived on time. Taking one star off because the color is slightly different from the photos.,2025-04-17,Y,N,12
RK83NXU2VNL,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-01436,US,5,Exactly as described,"Really impressed with the build quality of this hdmi cable. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2026-03-15,Y,N,0
R8S7ZP9K0G0,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-01308,US,5,Best purchase this year,I've been using the hdmi cable for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2026-03-24,Y,N,0
RBDSPJ7591T,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-01369,US,4,Great value for the price,"Solid product from BrightBeam. It does what it's supposed to do. Not perfect, but for this price point it's a great buy.",2025-09-11,Y,N,60
RH5FYX934E3,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00590,US,5,Exactly as described,"Really impressed with the build quality of this hdmi cable. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-10-02,Y,N,2
RBBGB2R40XE,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00098,US,5,Love it!,I've been using the hdmi cable for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-07-21,N,N,2
RWNA34SUBGW,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00633,US,5,Best purchase this year,I've been using the hdmi cable for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-07-23,Y,N,5
R8EWZB52QCM,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-01496,US,4,Great value for the price,Happy with this hdmi cable. Good quality for the money and it arrived on time. Taking one star off because the color is slightly different from the photos.,2026-07-15,Y,N,0
RK2CLNJR81S,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00976,US,5,Love it!,I've been using the hdmi cable for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-11-27,N,N,0
RW3XPYTYG64,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00709,US,5,Exceeded my expectations,I've been using the hdmi cable for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-01-11,Y,N,0
R9BXBSRR6QU,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00317,US,5,Exceeded my expectations,I've been using the hdmi cable for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-08-12,Y,N,0
RPQBM11VK99,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-01242,US,2,Quality could be better,Not thrilled with this hdmi cable. It feels flimsy and the performance is inconsistent. I probably wouldn't buy from BrightBeam again.,2026-04-02,Y,N,0
R2QZ5QF8MM6,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00746,US,5,Love it!,This is my second hdmi cable from BrightBeam and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-03-15,Y,N,0
R8BPHHAX0N9,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-01738,US,5,Exactly as described,I've been using the hdmi cable for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-09-29,Y,N,0
RK2FBYG1PK3,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00405,US,5,"Five stars, would buy again",I've been using the hdmi cable for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-05-11,Y,N,0
RXPD9WNRYAS,B0MVKP1792,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,CUST-00197,US,2,Would not recommend,Disappointed in this hdmi cable. It arrived with minor damage and the quality is below what I expected for the price. Returning it.,2025-11-10,Y,N,5
RQCBZUFF7VZ,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-01112,US,5,Love it!,I've been using the usb-c hub for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-02-01,Y,N,0
RB2AYA4Z1X7,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-01247,US,3,Does the job,Average usb-c hub. It does the job but there's nothing special about it. If you're on a budget it's acceptable.,2025-02-24,N,N,3
RCMCLPM9MEN,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-01141,US,3,Does the job,Average usb-c hub. It does the job but there's nothing special about it. If you're on a budget it's acceptable.,2026-04-03,Y,N,1
R23K737YSPS,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-00359,US,5,Best purchase this year,"Really impressed with the build quality of this usb-c hub. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-05-21,Y,N,8
RUXKN6Z831Y,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-01244,US,5,Exactly as described,"Really impressed with the build quality of this usb-c hub. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-08-06,Y,N,5
RDGB9T7TC98,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-00547,US,5,Exceeded my expectations,I've been using the usb-c hub for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-05-23,Y,N,0
RQRCTX87DWJ,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-01409,US,3,Average product,Average usb-c hub. It does the job but there's nothing special about it. If you're on a budget it's acceptable.,2025-08-06,Y,N,1
R4CN9S6ZX5A,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-00135,US,2,Would not recommend,Disappointed in this usb-c hub. It arrived with minor damage and the quality is below what I expected for the price. Returning it.,2025-06-22,N,N,8
R0FNB4V5L1F,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-00467,US,5,"Five stars, would buy again",I've been using the usb-c hub for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2026-07-03,Y,N,3
RRTTGAK6J9R,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-01362,US,2,Quality could be better,This usb-c hub stopped working properly after two weeks. Customer service was slow to respond. Not a great experience.,2025-03-22,N,N,0
RDVS5Q41UFV,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,GUEST-31870,US,2,Quality could be better,Not thrilled with this usb-c hub. It feels flimsy and the performance is inconsistent. I probably wouldn't buy from EverPeak again.,2025-08-13,Y,N,3
RUB5JFT3RNX,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-00042,US,1,Terrible product,This usb-c hub is a complete waste of money. It broke within days and the seller was unhelpful. Stay away from EverPeak.,2025-04-30,Y,N,3
RQ6MBMNNK6A,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-01140,US,4,Great value for the price,"Solid product from EverPeak. It does what it's supposed to do. Not perfect, but for this price point it's a great buy.",2025-06-05,Y,N,20
RHWVM5ZZXQ4,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,GUEST-27669,US,3,Mixed feelings,Average usb-c hub. It does the job but there's nothing special about it. If you're on a budget it's acceptable.,2026-05-22,Y,N,0
RDNG7BAL8WF,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-01464,US,3,Mixed feelings,"The usb-c hub is okay but I expected a bit more. It works, though the materials feel cheaper than the photos suggest. Probably fine for light use.",2026-06-16,Y,N,1
R2DNBB44F73,B0NL5Q5CZM,EverPeak USB-C Hub — Water Resistant & HD 1080p,CUST-00209,US,2,Not what I expected,Disappointed in this usb-c hub. It arrived with minor damage and the quality is below what I expected for the price. Returning it.,2026-07-21,Y,N,3
R9MFBKYU3CP,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-00970,US,5,Exactly as described,I've been using the wifi range extender for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-12-29,Y,N,1
RW0PGWHFDNY,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-00994,US,5,Love it!,I've been using the wifi range extender for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-09-26,Y,N,0
R3T8DZDGMTR,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01080,US,2,Disappointed,Not thrilled with this wifi range extender. It feels flimsy and the performance is inconsistent. I probably wouldn't buy from AuroraTech again.,2025-05-24,Y,N,20
RYHSN7NTLJ0,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-00520,US,3,Does the job,"Mixed feelings about this wifi range extender. It works fine so far, but I'm not confident it will last long. Time will tell.",2025-05-08,Y,N,0
R0BGRPR59M7,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01694,US,5,Love it!,I've been using the wifi range extender for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-05-30,Y,N,5
R2S5H2TPK4L,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01454,US,5,Best purchase this year,I've been using the wifi range extender for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2026-01-08,Y,N,12
RBEPQUZL7SR,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-00455,US,5,Love it!,I've been using the wifi range extender for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2026-02-01,N,N,0
RPGWSJRAY0M,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-00270,US,4,Happy with this purchase,"Solid product from AuroraTech. It does what it's supposed to do. Not perfect, but for this price point it's a great buy.",2025-04-08,Y,N,0
RFJ4FU403K3,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01184,US,5,Exceeded my expectations,I've been using the wifi range extender for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2026-04-06,Y,N,0
R51KWD1LBB4,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01477,US,4,Great value for the price,The wifi range extender is quite good overall. It works as expected and the price is fair. Only small thing is the instructions could be clearer.,2026-07-21,Y,N,0
R5LE44JXDFT,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01414,US,5,Exceeded my expectations,This is my second wifi range extender from AuroraTech and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-06-01,Y,N,0
RZ0B36XCQ5H,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01210,US,4,Solid quality,"Solid product from AuroraTech. It does what it's supposed to do. Not perfect, but for this price point it's a great buy.",2026-02-16,Y,N,0
RPW7ZRE264F,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-00967,US,5,"Five stars, would buy again","Really impressed with the build quality of this wifi range extender. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2026-05-12,Y,N,2
RTJ4KU8LY7G,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01463,US,5,Best purchase this year,I've been using the wifi range extender for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-06-22,Y,N,0
RWLPKP8K9EF,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,GUEST-38192,US,5,"Five stars, would buy again","Really impressed with the build quality of this wifi range extender. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2026-05-19,Y,N,0
R590XBKQ59P,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,GUEST-65042,US,4,Happy with this purchase,"Solid product from AuroraTech. It does what it's supposed to do. Not perfect, but for this price point it's a great buy.",2026-02-20,N,N,0
R31DSXS2SWA,B0ANDXF98K,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,CUST-01591,US,5,Best purchase this year,This is my second wifi range extender from AuroraTech and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-03-09,Y,N,8
RFLAX88Q44G,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00149,US,5,Best purchase this year,"Really impressed with the build quality of this webcam. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-06-16,Y,N,2
RFTD41V3V7C,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-01720,US,1,Terrible product,This webcam is a complete waste of money. It broke within days and the seller was unhelpful. Stay away from BrightBeam.,2026-02-15,Y,N,0
R1WP6VW82WT,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00862,US,5,Exactly as described,"Really impressed with the build quality of this webcam. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-08-09,Y,N,0
RFYNSBHF9D3,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00132,US,2,Broke quickly,Disappointed in this webcam. It arrived with minor damage and the quality is below what I expected for the price. Returning it.,2026-01-27,Y,N,3
R68WPFH3S48,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-01584,US,1,Do not buy,Terrible quality. The webcam stopped working after a week and getting a refund was a hassle. Would give zero stars if I could.,2025-05-27,Y,N,3
RR4ALM9DAD1,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00849,US,2,Would not recommend,This webcam stopped working properly after two weeks. Customer service was slow to respond. Not a great experience.,2025-09-26,Y,N,0
R9TS6ZT5W41,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00546,US,5,Exactly as described,This is my second webcam from BrightBeam and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-09-15,Y,N,2
RH9ZCS0VQQ3,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00733,US,5,Exceeded my expectations,This is my second webcam from BrightBeam and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-04-14,N,N,0
RA00TFSN6GV,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-01449,US,2,Would not recommend,Disappointed in this webcam. It arrived with minor damage and the quality is below what I expected for the price. Returning it.,2025-03-14,Y,N,0
RF139FY2RAJ,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00957,US,5,Exceeded my expectations,I've been using the webcam for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2026-05-21,Y,N,8
RK9RZ6P2SQS,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-01257,US,5,Best purchase this year,This is my second webcam from BrightBeam and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-12-18,Y,N,0
RAP6BFZSWMG,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00242,US,4,Solid quality,The webcam is quite good overall. It works as expected and the price is fair. Only small thing is the instructions could be clearer.,2025-02-01,Y,N,0
RAUBQMW1Z8X,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,GUEST-96142,US,5,Exceeded my expectations,"Really impressed with the build quality of this webcam. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-01-10,Y,N,3
R94KFGQ9SKP,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00973,US,5,Exceeded my expectations,"Really impressed with the build quality of this webcam. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-06-03,Y,N,0
RW90T4BE1S2,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00420,US,3,It's okay,Average webcam. It does the job but there's nothing special about it. If you're on a budget it's acceptable.,2025-03-01,Y,N,3
RDTSLE0XSKD,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00846,US,5,Best purchase this year,"Really impressed with the build quality of this webcam. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2026-01-24,Y,N,12
RNJ2GL3VL40,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00850,US,5,Love it!,"Really impressed with the build quality of this webcam. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-01-21,Y,N,0
RC8QBGEQ9M0,B055PLDLF8,BrightBeam Webcam — Compact Design & 30H Battery Life,CUST-00663,US,5,Exactly as described,I've been using the webcam for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-07-23,Y,N,1
R629CLZBW8N,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01470,US,4,"Good, with minor nitpicks","Solid product from EverPeak. It does what it's supposed to do. Not perfect, but for this price point it's a great buy.",2025-05-23,Y,N,2
R4HZU1S9FFT,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01689,US,4,Happy with this purchase,The gaming mouse is quite good overall. It works as expected and the price is fair. Only small thing is the instructions could be clearer.,2025-11-07,Y,N,2
RVYHWJUTP0T,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01645,US,5,Exceeded my expectations,I've been using the gaming mouse for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-09-19,Y,N,0
RHCCGZF2VM8,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-00377,US,4,Great value for the price,Happy with this gaming mouse. Good quality for the money and it arrived on time. Taking one star off because the color is slightly different from the photos.,2025-12-07,Y,N,0
R8BVMQ1141A,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-00849,US,5,Exceeded my expectations,"Really impressed with the build quality of this gaming mouse. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-10-28,Y,N,2
REDB255M5JF,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,GUEST-20111,US,5,Exactly as described,This is my second gaming mouse from EverPeak and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-12-11,Y,N,0
RETSKQ8A8X0,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,GUEST-16788,US,5,Best purchase this year,"Really impressed with the build quality of this gaming mouse. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-04-09,Y,N,8
R840P95S3VD,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,GUEST-24323,US,5,Exceeded my expectations,This is my second gaming mouse from EverPeak and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-11-30,Y,N,2
RBWN7M9V69X,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-00469,US,4,"Good, with minor nitpicks",Happy with this gaming mouse. Good quality for the money and it arrived on time. Taking one star off because the color is slightly different from the photos.,2025-11-12,Y,N,0
RBPTK5G2EX0,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01651,US,4,"Good, with minor nitpicks",Happy with this gaming mouse. Good quality for the money and it arrived on time. Taking one star off because the color is slightly different from the photos.,2025-07-13,N,N,0
RZVM21QGD2A,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01220,US,2,Disappointed,Disappointed in this gaming mouse. It arrived with minor damage and the quality is below what I expected for the price. Returning it.,2025-04-11,Y,N,0
RFAQWTPB0RZ,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01405,US,4,Happy with this purchase,The gaming mouse is quite good overall. It works as expected and the price is fair. Only small thing is the instructions could be clearer.,2025-09-27,Y,N,0
RGZSLP9W14R,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-00790,US,5,Best purchase this year,I've been using the gaming mouse for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2026-01-11,Y,N,35
RALX9NAHE44,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01488,US,5,Exceeded my expectations,This is my second gaming mouse from EverPeak and they never disappoint. The materials feel premium and it performs flawlessly so far.,2025-01-13,Y,N,8
RARBH4FP7QX,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,GUEST-22714,US,5,Exactly as described,"Really impressed with the build quality of this gaming mouse. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2025-12-20,Y,N,5
RDT9X8AY6WQ,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-00011,US,5,Exceeded my expectations,"Really impressed with the build quality of this gaming mouse. It arrived quickly, was packaged well, and does exactly what it promises. Excellent value.",2026-07-28,N,N,8
R7J92D3CBHX,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01729,US,3,Average product,"Mixed feelings about this gaming mouse. It works fine so far, but I'm not confident it will last long. Time will tell.",2026-06-29,Y,N,0
RYLWKXKNQPU,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-01337,US,5,Best purchase this year,I've been using the gaming mouse for a few weeks now and it works great. Setup was easy and the quality feels solid. Would definitely recommend it to a friend.,2025-02-16,Y,N,12
R7H9CCNNKDP,B08H6XVAML,EverPeak Gaming Mouse — RGB Backlit & Compact Design,CUST-00770,US,4,Very good product,"Solid product from EverPeak. It does what it's supposed to do. Not perfect, but for this price point it's a great buy.",2025-07-13,Y,N,1
